idsml,idver,zverejneni,uzavreni,subjekt,ico,utvar,cena_bezdph,cena_sdph,cena_cizi,cena_cizi_mena,predmet,navazny
21661,22357,2016-07-22T09:10:16+02:00,2016-07-22,Městská část Praha 4,00063584,,79406.0,96081.26,,,Oprava osvětlení školního hřiště ZŠ,
18409,22365,2016-07-22T09:11:10+02:00,2016-07-01,Město Nový Bydžov,00269247,I - Odbor investic a rozvoje,,222938.0,,,"SOD - ""Oplocení Balounkovy vily""",
21669,22369,2016-07-22T09:11:27+02:00,2016-07-18,"OTE, a.s.",26463318,,240000.0,,,,Objednávka,
21673,22373,2016-07-22T09:12:49+02:00,2016-06-30,Hasičský záchranný sbor Středočeského kraje,70885371,HZS Středočeského kraje,22381200.0,27081252.0,,,CAS 20 T 815 - 4 ks,
21677,22377,2016-07-22T09:15:18+02:00,2016-07-11,Krajské ředitelství policie Moravskoslezského kraje,75151502,Odbor správy majetku,126811.08,153450.0,,,"W.T.A. service s.r.o. - batohy,tašky",
21681,22381,2016-07-22T09:15:34+02:00,2016-03-19,Město Šumperk,00303461,Odbor majetkoprávní,,2004672.0,,,Kladská - Geschaderův dům Šumperk - obnova krovu,
21685,22385,2016-07-22T09:15:38+02:00,2016-07-13,Město Odry,00298221,Okš - Odbor kultury a školství,,,,,Smlouva o poskytnutí dotace ZUŠ Odry,
21689,22389,2016-07-22T09:16:47+02:00,2016-07-18,Hasičský záchranný sbor Libereckého kraje,70888744,"Šumavská 414, Liberec",5595300.0,6770313.0,,,Kupní smlouva CAS THT,
21693,22393,2016-07-22T09:16:47+02:00,2016-06-30,Jihomoravský kraj,70888337,Odbor rozvoje dopravy,,2395800.0,,,SLU - Smlouva o poskytování právních služeb,
21697,22397,2016-07-22T09:17:04+02:00,2016-07-18,ČESKÁ TELEVIZE,00027383,,186000.0,,,,"Zajištění výzkumu,test pilotních dílů",
21701,22401,2016-07-22T09:19:44+02:00,2016-07-21,"Kongresové centrum Praha, a.s.",63080249,,59591.0,,,,lampy Panasonic,
21705,22405,2016-07-22T09:21:32+02:00,2016-07-18,Hasičský záchranný sbor Jihočeského kraje,70882835,HZS Jihočeského kraje,107820.0,130462.2,,,14 ks akumulátorů pro RDST a terminály,
21709,22409,2016-07-22T09:21:57+02:00,2016-07-20,Zdravotní ústav se sídlem v Ostravě,71009396,,332527.0,,,,"Výměna oken na Domě zdraví, Vrchlického 57, Jihlava",
21713,22413,2016-07-22T09:22:08+02:00,2016-07-18,Hasičský záchranný sbor Jihočeského kraje,70882835,HZS Jihočeského kraje,318587.0,385490.0,,,Dodávka centr.tiskov. řešení,
21717,22417,2016-07-22T09:22:25+02:00,2016-07-14,Hasičský záchranný sbor Jihomoravského kraje,70884099,Hasičský záchranný sbor JmK,,3500000.0,,,Investiční dotace pro nákup cisternové a,
21721,22425,2016-07-22T09:22:55+02:00,2016-07-20,Hasičský záchranný sbor Jihočeského kraje,70882835,HZS Jihočeského kraje,1002675.0,1213236.75,,,Pohonné hmoty-nafta motorová 43500 litrů,
21733,22429,2016-07-22T09:27:36+02:00,2016-07-11,Psychiatrická nemocnice Bohnice,00064220,,,,,,poskytování softwarové služby Lustrace (lustrace v Centrální evidenci exekucí CEE),
21741,22437,2016-07-22T09:29:24+02:00,2015-06-01,"Správa silnic Moravskoslezského kraje, příspěvková organizace",00095711,,3515550.0,,,,svislé dopravní značení včetně příslušenství,
21745,22441,2016-07-22T09:30:03+02:00,2016-05-18,"SLUMEKO, s.r.o.",25376021,,134333.5,,,,Opravy výtluků a povrchů na místních komunikacích 2016 v k.ú. Rybí + dodatek č. 1,
21749,22445,2016-07-22T09:30:36+02:00,2016-07-14,Hasičský záchranný sbor Jihomoravského kraje,70884099,Hasičský záchranný sbor JmK,,3000000.0,,,"Investiční dotace energií, OOP ...",
21753,22449,2016-07-22T09:31:03+02:00,2016-07-21,"Ústav anorganické chemie AV ČR, v. v. i.",61388980,,,64000.0,,,Zhotovení forem,
21757,22453,2016-07-22T09:32:53+02:00,2016-06-13,Město Sokolov,00259586,,595241.0,720241.61,,,Smlouva o dílo,
21761,22457,2016-07-22T09:32:54+02:00,2016-07-19,Město Litvínov,00266027,,60000.0,72600.0,,,Objednávka rozšíření modulu SML „Zveřejnění“ včetně implementace,
21765,22461,2016-07-22T09:37:38+02:00,2016-07-13,"Domov seniorů Havířov, příspěvková organizace",75139243,,189424.0,229203.0,,,Elektro revize v DSH 2016 - 2017,
21769,22465,2016-07-22T09:37:52+02:00,2016-07-21,Zlínský kraj,70891320,Odbor ekonomický,,50.0,,,kupní smlouva,
21773,22469,2016-07-22T09:39:24+02:00,2016-07-20,"Základní škola a Mateřská škola Emy Destinnové, Praha 6, náměstí Svobody 3/930",48133892,,308695.21,373521.21,,,zverejneni.xml,
21777,22473,2016-07-22T09:39:56+02:00,2016-07-19,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,,,,Darovací smlouva,
21781,22477,2016-07-22T09:40:18+02:00,2016-07-14,Město Bučovice,00291676,OSM,320491.0,387794.0,,,"Smlouva o dílo, Rekonstrukce boční stěny smuteční síně",
21737,22481,2016-07-22T09:41:16+02:00,2016-07-14,"Výzkumný ústav meliorací a ochrany půdy,v. v. i.",00027049,,61500.0,74415.0,,,Nákup ICT,
21785,22485,2016-07-22T09:41:49+02:00,2016-07-22,Městská část Praha 4,00063584,,81720.0,98881.2,,,Provedení kompletní opravy hlavního silnoproudého rozvaděče MŠ,
21789,22489,2016-07-22T09:42:19+02:00,2016-07-12,Město Šumperk,00303461,Odbor životního prostředí,,88028.0,,,Smlouva na dodávku nádob na bioodpad 75 ks,
21793,22493,2016-07-22T09:43:35+02:00,2016-07-15,Správa Národního parku České Švýcarsko,70565759,,57504.0,57504.0,,,Nájemní smlouva,
21797,22497,2016-07-22T09:43:33+02:00,2016-07-20,MĚSTO NÁCHOD,00272868,,,,,,Smlouva o pořádání Náchodských farmářských trhů,
21801,22501,2016-07-22T09:44:21+02:00,2016-07-21,Zlínský kraj,70891320,Odbor ekonomický,,1000.0,,,kupní smlouva,
21805,22505,2016-07-22T09:46:19+02:00,2016-07-21,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,50000.0,,,"Poskytnutí dotace z rozpočtu MSK - Sdružení pro rozvoj MSK z.s. - projekt ""QUO VADIS MSK očima mladých""",
21809,22509,2016-07-22T09:46:33+02:00,2016-07-21,Statutární město Havířov,00297488,,165000.0,165000.0,,,594/OSRM/2016 Darovací smlouva,
21813,22513,2016-07-22T09:46:51+02:00,2016-07-18,Liberecký kraj,70891508,,127500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21817,22517,2016-07-22T09:46:53+02:00,2016-07-18,Liberecký kraj,70891508,,112500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21821,22521,2016-07-22T09:46:55+02:00,2016-07-18,Liberecký kraj,70891508,,105000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21825,22525,2016-07-22T09:46:57+02:00,2016-07-18,Liberecký kraj,70891508,,120000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21829,22529,2016-07-22T09:46:59+02:00,2016-07-18,Liberecký kraj,70891508,,120000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21833,22533,2016-07-22T09:47:17+02:00,2016-07-15,Vrchní soud v Praze,00215651,,79410.0,96086.1,,,nákup originálních tonerů a odpadních nádob pro multifunkční stroj KONICA MINOLTA,
21837,22537,2016-07-22T09:47:01+02:00,2016-07-18,Liberecký kraj,70891508,,101473.4,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21841,22541,2016-07-22T09:47:03+02:00,2016-07-18,Liberecký kraj,70891508,,120000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21845,22545,2016-07-22T09:47:06+02:00,2016-07-18,Liberecký kraj,70891508,,120000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21849,22549,2016-07-22T09:47:08+02:00,2016-07-18,Liberecký kraj,70891508,,127500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21853,22553,2016-07-22T09:47:12+02:00,2016-07-18,Liberecký kraj,70891508,,112500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
21857,22557,2016-07-22T09:50:09+02:00,2016-07-01,Statutární město Brno,44992785,,,,,,Vývoz odpadkových košů,
21861,22561,2016-07-22T09:50:07+02:00,2016-07-01,Olomoucký kraj,60609460,OSV,,121500.0,,,Společnost Podané ruce,
21865,22565,2016-07-22T09:50:42+02:00,2016-07-14,Úřad pro zastupování státu ve věcech majetkových,69797111,,154900.0,,,,SMLO UVA O ZŘÍZENÍ SLUŽEBNOSTI INŽENÝRSKÉ SÍTĚ,
21869,22569,2016-07-22T09:50:48+02:00,2016-07-19,"Nemocnice ve Frýdku-Místku, příspěvková organizace",00534188,,,105711.65,,,objednávka léků,
21873,22573,2016-07-22T09:51:26+02:00,2016-07-01,"Správa silnic Moravskoslezského kraje, příspěvková organizace",00095711,,,145200.0,,,dodávka svislého dopravního značení,
21877,22577,2016-07-22T09:52:40+02:00,2016-07-14,Psychiatrická nemocnice Horní Beřkovice,00673552,,66982.0,81048.22,,,"Oprava kuchyní, odd. 1B - budova A (zámek)",
21881,22581,2016-07-22T09:52:32+02:00,2016-07-01,"Kolektory Praha, a.s.",26714124,,3262060.76,,,,Smlouva o dílo,
21885,22585,2016-07-22T09:53:07+02:00,2016-07-07,Statutární město Ústí nad Labem,00081531,,,67500.0,,,Objednávka- odlehčovací služba v rámci uzavřených dohod o výkonu PP,
21889,22589,2016-07-22T09:55:24+02:00,2016-07-19,"Kolektory Praha, a.s.",26714124,,55015.0,,,,Objednávka opravy poklopu na kolektoru,
21893,22593,2016-07-22T09:55:01+02:00,2016-07-12,"Výzkumný ústav meliorací a ochrany půdy,v. v. i.",00027049,,134224.8,162412.0,,,Nákup ICT,
21897,22597,2016-07-22T09:54:55+02:00,2016-07-15,"Muzeum regionu Valašsko, příspěvková organizace",00098574,"MRVPO - Muzeum regionu Valašsko, príspevková organizace",130680.0,158123.0,,,zpracování projektové dokumentace,
21901,22601,2016-07-22T09:56:18+02:00,2016-07-01,Olomoucký kraj,60609460,OSV,,146400.0,,,Poradna pro občanství/Občanská a lidská práva,
21909,22609,2016-07-22T09:56:34+02:00,2016-07-01,"Střední uměleckoprůmyslová škola a Vyšší odborná škola, Turnov, Skálova 373, příspěvková organizace",00854999,,,,,,Podlahářské práce,
21913,22613,2016-07-22T10:00:22+02:00,2016-07-21,Státní ústav pro kontrolu léčiv,00023817,,2987626.0,3615027.0,,,nákup 2 ks  diskových polí,
21917,22617,2016-07-22T10:00:39+02:00,2016-07-01,Olomoucký kraj,60609460,OSV,,755300.0,,,Armáda spásy v České republice,
21477,22621,2016-07-22T10:02:09+02:00,2016-07-18,Psychiatrická nemocnice Horní Beřkovice,00673552,,125608.0,151985.68,,,"Dodávka a montáž interiérových dveří na odd. 1B - budova A, zámek",
21905,22625,2016-07-22T10:01:47+02:00,2016-07-01,"Nemocnice ve Frýdku-Místku, příspěvková organizace",00534188,,,229584.06,,,objednávka chemikalií,
21921,22629,2016-07-22T10:01:36+02:00,2016-07-22,Statutární město Jihlava,00286010,,,,,,"Malý Heulos, Jihlava - Oprava cestní sítě a opěrných zdí - III. etapa - stavební práce",
21925,22633,2016-07-22T10:01:42+02:00,2016-07-01,Královéhradecký kraj,70889546,,890000.0,1076900.0,,,Smlouva o dílo na zpracování studie možnosti zřízení KHK autobusové dopravní společnosti,
21929,22637,2016-07-22T10:03:01+02:00,2016-07-21,Ministerstvo zemědělství,00020478,,110000.0,133100.0,,,VZMR - Vzdělávací činnost v lesním hospodářství v roce 2016 - dva identické odborné semináře,
21933,22641,2016-07-22T10:03:30+02:00,2016-07-21,"Střední škola, Základní škola a Mateřská škola, Frýdek-Místek, příspěvková organizace",69610134,,343510.0,415647.0,,,Vnitřní dovybavení mateřské školy,
21941,22649,2016-07-22T10:06:30+02:00,2016-07-04,Statutární město Brno,44992785,,,,,,Pokos travnatých ploch,
21945,22653,2016-07-22T10:08:11+02:00,2016-07-19,Město Rýmařov,00296317,,10530143.77,,,,Dodatek č.2 SOD-oprava ulice Hornoměstská,
21949,22657,2016-07-22T10:08:24+02:00,2016-07-20,Město Blansko,00279943,Odbor komunální údržby,,866000.0,,,"Jakub Juhás, Jasanová 11 - kupní smlouva - byt č.32, Chelčického 56",
21953,22661,2016-07-22T10:08:56+02:00,2016-07-19,Město Rychnov nad Kněžnou,00275336,,1331075.46,1610601.31,,,Úpravna vody RK-čerpací šachta,
21957,22665,2016-07-22T10:09:09+02:00,2016-05-04,Hasičský záchranný sbor Jihočeského kraje,70882835,HZS Jihočeského kraje,496282.0,600501.0,,,Oprava věžičky na střeše budovy B,
21965,22669,2016-07-22T10:10:33+02:00,2016-07-15,"Muzeum regionu Valašsko, příspěvková organizace",00098574,"MRVPO - Muzeum regionu Valašsko, príspevková organizace",130680.0,158123.0,,,"zpracování projektové dokumentace - Hvězdárna Vsetín, střecha",
21969,22673,2016-07-22T10:10:53+02:00,2016-07-21,Zlínský kraj,70891320,Odbor ekonomický,,10900.0,,,kupní smlouva,
21977,22681,2016-07-22T10:11:28+02:00,2016-07-20,Městský obvod Vítkovice,00845451,,,138328.0,,,Oprava venkovního terénního schodiště,
21981,22685,2016-07-22T10:11:30+02:00,2016-07-18,Městský obvod Vítkovice,00845451,,,151880.63,,,Oprava závad na místních komunikacích,
21985,22689,2016-07-22T10:13:34+02:00,2016-07-22,Zdravotní ústav se sídlem v Ostravě,71009396,,657416.0,795473.4,,,Dodávka generátoru dusíku včetně bezolejového kompresoru,
21989,22693,2016-07-22T10:14:02+02:00,2016-07-15,Městský obvod Vítkovice,00845451,,,349000.0,,,Veřejnoprávní smlouva o poskytnutí účelové dotace z odvodů z loterií a jiných podobných her č. 01 na zabezpečení projektu „Revitalizace vodovodního potrubí a přípojky Nová šance“,
21993,22697,2016-07-22T10:14:09+02:00,2016-07-04,Město Mohelnice,00303038,KT,,100000.0,,,Ostatní - Smlouva o poskytnutí dotace,
21641,22701,2016-07-22T10:14:29+02:00,2016-07-18,Město Rychnov nad Kněžnou,00275336,,2612378.46,3160977.94,,,Dohoda o převodu majetku- vodovod Lipovka,
21997,22705,2016-07-22T10:15:13+02:00,2016-07-01,Město Varnsdorf,00261718,,,82600.0,,,Prodej nemovitosti,
22001,22709,2016-07-22T10:16:13+02:00,2016-05-06,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,4955000.0,,,Smlouva o poskytnutí dotace  - Program na podporuposkytování sociálních služeb pro rok 2016,
22005,22713,2016-07-22T10:16:20+02:00,2016-07-21,Masarykova univerzita,00216224,,399784.0,,,,"Objednávka - přikrývky, polštáře, ručníky (ubytovací provoz I)",
22009,22717,2016-07-22T10:17:12+02:00,2016-07-15,Úřad práce České republiky,72496991,,85372.0,103300.0,,,Oprava brzd výtahu na kontakntím pracovišti v Prachaticích,
22013,22721,2016-07-22T10:18:06+02:00,2016-07-11,Město Králíky,00279072,,266290.0,,,,Kupní smlouva na jednotku,
22017,22725,2016-07-22T10:20:37+02:00,2016-06-20,Svazek obcí Dobříšska a Novoknínska,61100684,,2138400.0,,,,"Smlouva o vzájemné spolupráci při realizaci projektu ""Posilování administrativní kapacity obcí na bázi meziobecní spolupráce"" - Centrum společných služeb obcí",
22021,22729,2016-07-22T10:20:51+02:00,2016-07-18,Liberecký kraj,70891508,,112500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22025,22733,2016-07-22T10:20:57+02:00,2016-07-18,Liberecký kraj,70891508,,127500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22029,22737,2016-07-22T10:20:59+02:00,2016-07-18,Liberecký kraj,70891508,,112500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22033,22741,2016-07-22T10:21:01+02:00,2016-07-18,Liberecký kraj,70891508,,120000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22037,22745,2016-07-22T10:21:03+02:00,2016-07-18,Liberecký kraj,70891508,,112500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22041,22749,2016-07-22T10:21:05+02:00,2016-07-18,Liberecký kraj,70891508,,112500.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22045,22753,2016-07-22T10:21:07+02:00,2016-07-18,Liberecký kraj,70891508,,116496.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22049,22757,2016-07-22T10:21:09+02:00,2016-07-18,Liberecký kraj,70891508,,105000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22053,22761,2016-07-22T10:21:11+02:00,2016-07-18,Liberecký kraj,70891508,,105000.0,,,,Smlouva o poskytnutí účelové dotace z programu Kotlíkové dotace v Libereckém kraji,
22057,22765,2016-07-22T10:21:32+02:00,2016-07-19,Ministerstvo zemědělství,00020478,,49500.0,59895.0,,,"Vypracování návrhu řešení rekonstrukce oken a balkonových dveří budovy MZE Tyršova č.p. 59, 547 01 v Náchodě, včetně kování a krycích nátěrů.",
22061,22769,2016-07-22T10:22:22+02:00,2016-07-04,Město Varnsdorf,00261718,,,120000.0,,,Prodej nemovitosti,
22065,22773,2016-07-22T10:22:51+02:00,2016-07-21,Západočeská univerzita v Plzni,49777513,,280200.0,339042.0,,,"umělecko zámečnické práce, kovový a truhlářský materiál",
22073,22781,2016-07-22T10:24:56+02:00,2016-06-29,SWIETELSKY stavební s.r.o.,48035599,,129137.75,,,,Rekonstrukce sportovního areálu ZŠ V.Havla Kralupy nad Vltavou - Dodatek č. 1,21973
22077,22785,2016-07-22T10:25:23+02:00,2016-07-15,SDRUŽENÍ MAJITELŮ SKUPINOVÉHO VODOVODU POLIČSKO,60125748,,129054.04,,,,"Poříčí u Litomyšle - výměna vodovodního řadu Poříčí u Litomyšle - místní část Zrnětín, číslo akce :216/15",
22081,22789,2016-07-22T10:25:41+02:00,2016-07-01,Zdravotní ústav se sídlem v Ústí nad Labem,71009361,,64650.0,,,,pronájem nebytových prostor,
22089,22797,2016-07-22T10:27:09+02:00,2013-04-15,Městská část Praha 11,00231126,odbor kancelář tajemníka,47762.0,47762.0,,,havarijní pojištění,
22093,22801,2016-07-22T10:26:57+02:00,2016-07-13,Město Varnsdorf,00261718,,,204000.0,,,Prodej nemovitosti,
22097,22805,2016-07-22T10:26:47+02:00,2016-06-22,Město Vsetín,00304450,,,402679.0,,,kupní smlouva,
22101,22809,2016-07-22T10:28:16+02:00,2016-07-11,"Vodovody a kanalizace Přerov, a.s.",47674521,,208300.0,,,,Oprava aeračního systému - výměna 216 ks elementů AME-D v AN na ČOV Přerov,
21581,22813,2016-07-22T10:27:56+02:00,2016-07-01,Statutární město Pardubice,00274046,Odbor majetku a investic,,56280.0,,,Smlouva o nájmu bytu - Mladých 182/19 - Komorní filharmonie Pardubice,
22105,22817,2016-07-22T10:28:23+02:00,2016-07-19,MSK registr smluv (Moravskoslezský kraj),70890692,Odbor právní a organizační,,190000.0,,,"Poskytnutí dotace z rozpočtu MSK - Piloti v Beskydech - ""Podpora paraglidingu v Beskydech a výkonnostního létání pro rok 2016""",
22113,22821,2016-07-22T10:29:38+02:00,2016-07-12,Statutární město Prostějov,00288659,Odbor rozvoje a investic,,572644.6,,,SoD - Obnova mezisloupkových polí betonového soklu zámeckého plotu zámku,
22121,22829,2016-07-22T10:31:23+02:00,2016-07-21,Masarykova univerzita,00216224,,337106.0,,,,"Objednávka - přikrývky, polštáře, ručníky (ubytovací provoz II)",
22125,22833,2016-07-22T10:30:33+02:00,2016-07-18,MĚSTO TURNOV,00276227,,260000.0,,,,"Poskytnutí účelové dotace z rozpočtu poskytovatele na zprovoznění a připojení klimatizace v budově Kulturního centra Turnov, s.r.o.",
22129,22837,2016-07-22T10:31:26+02:00,2016-07-21,Masarykova univerzita,00216224,,118670.75,,,,"Objednávka - přikrývky, polštáře, ručníky (ubytovací provoz III)",
21973,22841,2016-07-22T10:31:41+02:00,2016-06-29,SWIETELSKY stavební s.r.o.,48035599,,,,,,Rekonstrukce sport.areálu,
22133,22845,2016-07-22T10:31:43+02:00,2016-07-20,Zdravotní ústav se sídlem v Ústí nad Labem,71009361,,155967.0,,,,diagnostika,
22141,22853,2016-07-22T10:35:17+02:00,2016-07-15,"Střední škola technická a ekonomická Brno, Olomoucká, příspěvková organizace",00226475,,1592567.0,,58736.0,EUR,Grantová smlouva pro projekt v rámci programu Erasmus+,
22145,22857,2016-07-22T10:35:16+02:00,2016-07-11,"Státní léčebné lázně Janské Lázně, státní podnik",00024007,,1125000.0,1361250.0,,,Nákup a dodávka 6 ks přístrojů pro vertikalizaci a mobilizaci,
