ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
49616528,Hypokramed s.r.o.,112,Společnost s ručením omezeným,1993-06-23,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,33130,Opravy elektronických a optických přístrojů a zařízení
49617052,ROCHE s.r.o.,112,Společnost s ručením omezeným,1992-10-05,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,200 - 249 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49618555,Sport-Technik Bohemia s.r.o.,112,Společnost s ručením omezeným,1993-11-04,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
49629549,Česká společnost ornitologická,706,Spolek,1990-11-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49648144,Emilie Hašková,107,Zemědělský podnikatel - fyzická osoba nezapsaná v obchodním rejstříku,1993-10-04,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,02100,Lesní hospodářství a jiné činnosti v oblasti lesnictví
49662392,Jiří Martin,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-10-10,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
49679139,Auto SAS s.r.o.,112,Společnost s ručením omezeným,1993-06-28,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,33120,Opravy strojů
49684663,"TTP, spol. s r.o.",112,Společnost s ručením omezeným,1993-09-30,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,74,"Ostatní profesní, vědecké a technické činnosti"
49688723,"ASCO-MED,spol. s r.o.",112,Společnost s ručením omezeným,1993-10-25,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49689011,BAXTER CZECH spol. s r.o.,112,Společnost s ručením omezeným,1993-10-25,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49703391,"SAVA TRADE, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-05,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
49704362,"ASIANA, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-16,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,79110,Činnosti cestovních agentur
49710371,"Řízení letového provozu České republiky, státní podnik (ŘLP ČR, s.p.)",301,Státní podnik,1995-01-04,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,52230,Činnosti související s leteckou dopravou
49711962,Accor Services CZ s.r.o.,112,Společnost s ručením omezeným,1993-09-22,2010-11-01,,,100 - 199 zaměstnanců,18120,"Tisk ostatní, kromě novin"
49777513,Západočeská univerzita v Plzni,601,Vysoká škola,1995-01-01,,13110,Ústřední vládní instituce,2000 - 2499 zaměstnanců,85420,Terciární vzdělávání
49778200,"Základní škola a Mateřská škola pro zrakově postižené a vady řeči, Plzeň, Lazaretní 25",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
49787021,"CAPSELLA, spol. s r. o.",112,Společnost s ručením omezeným,1994-01-03,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46190,Zprostředkování nespecializovaného velkoobchodu a nespecializovaný velkoobchod v zastoupení
49872541,"Domovy sociálních služeb Litvínov, příspěvková organizace",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,87201,Sociální péče v zařízeních pro osoby s chronickým duševním onemocněním
49900854,"Intermont, Opatrný, s.r.o.",112,Společnost s ručením omezeným,1993-12-23,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,33110,Opravy kovodělných výrobků
49904884,"1.jizerskohorská stavební společnost, s.r.o.",112,Společnost s ručením omezeným,1994-01-20,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
49920189,Václav Knor,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-04-06,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
49926926,Ing. Jiří Dobšák,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-20,,14200,Osoby samostatně výdělečně činné,Neuvedeno,471,Maloobchod v nespecializovaných prodejnách
49960822,František Vlasák,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-07-11,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,47,"Maloobchod, kromě motorových vozidel"
49968319,"HaSaM, s.r.o.",112,Společnost s ručením omezeným,1993-12-16,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,26200,Výroba počítačů a periferních zařízení
49969641,"K.E.I. GROUP, s.r.o.",112,Společnost s ručením omezeným,1993-12-20,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
49971379,MSO servis spol. s r.o.,112,Společnost s ručením omezeným,1993-12-28,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,4120,Výstavba bytových a nebytových budov
49975358,"KAVYL, spol. s r.o.",112,Společnost s ručením omezeným,1994-02-08,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,42910,Výstavba vodních děl
49976770,"Mediform, spol. s r.o.",112,Společnost s ručením omezeným,1994-02-09,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49977059,"Janáčkova 22 - správa podniků a nemovitostí, s.r.o.",112,Společnost s ručením omezeným,1994-02-14,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
49977202,VV TOP s.r.o.,112,Společnost s ručením omezeným,1994-02-15,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,3530,"Výroba a rozvod tepla a klimatizovaného vzduchu, výroba ledu"
60046121,"Základní škola Frýdek-Místek, Pionýrů 400",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
60065249,"Hockey club Tábor, z.s.",706,Spolek,1994-04-08,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
60072709,Městská charita České Budějovice,721,Církevní organizace,1992-03-04,,15002,Neziskové instituce sloužící domácnostem soukromé národní,50 - 99 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
60074205,"Volejbalový klub České Budějovice, z.s.",706,Spolek,1994-03-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
60076534,"Základní umělecká škola F. Pišingera, Trhové Sviny",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85520,Umělecké vzdělávání
60076658,Jihočeská univerzita v Českých Budějovicích,601,Vysoká škola,1995-01-01,,13110,Ústřední vládní instituce,2000 - 2499 zaměstnanců,85420,Terciární vzdělávání
60103337,"Gymnázium Josefa Ressela, Chrudim, Olbrachtova 291",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85312,Střední všeobecné vzdělávání
60109581,R.D.Engineering s.r.o.,112,Společnost s ručením omezeným,1994-01-01,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43210,Elektrické instalace
60109971,INS spol. s r.o.,112,Společnost s ručením omezeným,1993-11-25,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
60110422,"Tritón Pardubice, spol. s r. o.",112,Společnost s ručením omezeným,1993-12-07,,11002,Nefinanční podniky soukromé národní,200 - 249 zaměstnanců,27120,Výroba elektrických rozvodných a kontrolních zařízení
60111461,QUITTNER & SCHIMEK s.r.o.,112,Společnost s ručením omezeným,1993-12-16,,11002,Nefinanční podniky soukromé národní,200 - 249 zaměstnanců,27320,Výroba elektrických vodičů a kabelů j. n.
60112476,HOCKEY CLUB DYNAMO PARDUBICE a.s.,121,Akciová společnost,1994-03-23,,11001,Nefinanční podniky veřejné,10 - 19 zaměstnanců,93120,Činnosti sportovních klubů
60114584,Technické služby Nová Paka,331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,37000,Činnosti související s odpadními vodami
60116927,"Gymnázium, střední odborná škola, střední odborné učiliště a vyšší odborná škola, Hořice",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,85312,Střední všeobecné vzdělávání
60125748,SDRUŽENÍ MAJITELŮ SKUPINOVÉHO VODOVODU POLIČSKO,771,Svazek obcí,1993-12-02,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
60139374,Juraj Pirohanič,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-02-09,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43910,Pokrývačské práce
60150394,Ota Rücker,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-05-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,016,Podpůrné činnosti pro zemědělství a posklizňové činnosti
60154144,Římskokatolická farnost Rtyně v Podkrkonoší,721,Církevní organizace,1995-10-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
60154721,"Základní škola Schulzovy sady, Dvůr Králové nad Labem, Školní 1235",331,Příspěvková organizace,1995-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
60162694,Ministerstvo obrany,325,Organizační složka státu,1992-12-08,,13110,Ústřední vládní instituce,5000 - 9999 zaměstnanců,84110,Všeobecné činnosti veřejné správy
60192011,ÚSOVSKO FOOD a.s.,121,Akciová společnost,1993-10-18,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,10720,Výroba sucharů a sušenek; výroba trvanlivých cukrářských výrobků
60193336,O2 Czech Republic a.s.,121,Akciová společnost,1993-12-30,,11002,Nefinanční podniky soukromé národní,4000 - 4999 zaměstnanců,6120,Činnosti související s bezdrátovou telekomunikační sítí
60193492,"Pražská plynárenská, a.s.",121,Akciová společnost,1993-12-31,,11001,Nefinanční podniky veřejné,250 - 499 zaměstnanců,35230,Obchod s plynem prostřednictvím sítí
60193531,"ČEPRO, a.s.",121,Akciová společnost,1993-12-31,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,52100,Skladování
60193913,"Pražská energetika, a.s.",121,Akciová společnost,1994-01-13,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,35140,Obchod s elektřinou
60194120,"Pražské služby, a.s.",121,Akciová společnost,1994-01-26,,11001,Nefinanční podniky veřejné,1500 - 1999 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
60202564,"VIAKONTROL, spol. s r.o.",112,Společnost s ručením omezeným,1993-12-17,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,7120,Technické zkoušky a analýzy
60252537,"Gymnázium Dr. Antona Randy, Jablonec nad Nisou, příspěvková organizace",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85312,Střední všeobecné vzdělávání
60252600,"Střední uměleckoprůmyslová škola a Vyšší odborná škola, Jablonec nad Nisou, Horní náměstí 1, příspěvková organizace",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85322,Střední odborné vzdělávání na středních odborných školách
60252766,"Střední uměleckoprůmyslová škola sklářská, Železný Brod, Smetanovo zátiší 470, příspěvková organizace",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85322,Střední odborné vzdělávání na středních odborných školách
60269421,Radek Tesař,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-04-20,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,32990,Ostatní zpracovatelský průmysl j. n.
60275677,Jezdecký klub BON EQUI Club Louny z.s.,706,Spolek,1991-12-02,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
60276258,KASRO spol. s r.o.,112,Společnost s ručením omezeným,1994-11-18,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,47410,"Maloobchod s počítači, počítačovým periferním zařízením a softwarem"
60277289,HITO spol. s r.o.,112,Společnost s ručením omezeným,1994-03-04,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,28290,Výroba ostatních strojů a zařízení pro všeobecné účely j. n.
60279524,"Regionální rozvojová agentura Ústeckého kraje, a.s.",121,Akciová společnost,1994-05-02,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,70220,Ostatní poradenství v oblasti podnikání a řízení
60321661,EKOFAS spol. s r.o.,112,Společnost s ručením omezeným,1993-12-09,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43310,Omítkářské práce
60336803,"Klub plaveckých sportů Ostrava, z.s.",706,Spolek,1993-11-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
60339241,Charita Javorník,721,Církevní organizace,1994-02-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,100 - 199 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
60371757,Gymnázium J.A.Komenského a Jazyková škola s právem státní jazykové zkoušky Uherský Brod,331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85312,Střední všeobecné vzdělávání
60371790,Střední odborná škola a Gymnázium Staré Město,331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,85322,Střední odborné vzdělávání na středních odborných školách
60407735,Jiří Vojtíšek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-03-02,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,43342,Malířské a natěračské práce
60418494,"Základní škola a Praktická škola Moravského Budějovice, Dobrovského 11",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
